-0,000168627608316791
-0,000163726569955522
-0,000176793694933943
-0,000141981834191859
-0,000150561958030279
-0,000170590165211198
-0,000152881252865806
-0,000140654701428786
-0,000165098804586885
-0,000159492953501264
-0,000161134451108575
-0,000178862844178926
-0,000165374437969017
-0,000156727863558364
-0,000167289702740864
-0,000142887412181016
-0,000151980586232069
-0,000145040238097891
-0,000143439298053697
-0,000167405707344491
-0,000158455705051514
-0,000145913939460575
-0,00015209532826221
-0,000159984871915804
-0,000157580636387169
-0,000180482952915268
-0,000184152630745691
-0,000163392310625611
-0,000154996594049234
-0,000151987527679579
-0,000157177516341002
-0,000167960154475671
-0,000146628900392041
-0,00016930895057221
-0,000167703793594757
-0,000173532803938532
-0,0001776564807874
-0,000149118311979376
-0,000152615079244502
-0,000158259306526302
-0,000161776127427453
-0,000173642856306635
-0,000157727846751372
-0,00015781976833306
-0,000170631483775471
-0,000178102290800391
-0,000171817491633782
-0,000147333324653198
-0,000167143023247901
-0,000175538547667379
-0,000156201722769717
-0,000144268258897311
-0,00017791537863686
-0,000162928597556403
-0,000167300690935678
-0,000169521525463393
-0,000150721548662518
-0,000173849493366488
-0,000159807427802006
-0,000170180421631005
-0,000150250318557145
-0,000179418426311487
-0,000194099107488423
-0,000165353317916507
-0,000153460677615259
-0,000142963981051964
-0,000170620526911028
-0,000180861292862037
-0,000133640574635927
-0,000144326010870995
-0,000184552836035909
-0,00016151772590418
-0,000154539618113057
-0,000162250801591643
-0,000167356237898275
-0,000153620935657847
-0,000143003366573725
-0,000144530915613127
-0,000165461512544343
-0,000170952378106984
-0,000172599145381306
-0,000177587129418966
-0,000191494513399285
-0,000161620219259403
-0,000155484607735336
-0,0001694429818869
-0,000170559646491307
-0,000136716305808282
-0,000162139622898804
-0,000166818052784313
-0,000161789286847393
-0,000164626097822726
-0,0001576647575285
-0,000158120477212392
-0,000156854810941494
-0,000148739067797718
-0,000169307717844923
-0,000161556319360322
-0,000155347056604885
-0,000167340744234061
-0,000188312976179291
-0,000148352632947298
-0,00018776523048605
-0,000163714955904609
-0,000158727987879299
-0,000165115177915507
-0,000167667247229602
-0,000174224794394992
-0,000189986516763001
-0,000166208072755587
-0,000145589090203324
-0,000150012489418487
-0,000179607498338704
-0,000159085621268794
-0,000173946838515935
-0,000167128270725936
-0,000169578548836794
-0,000175057947100995
-0,000157054103898767
-0,000135784473047262
-0,00018315752950773
-0,000149713075318334
-0,000153387423122446
-0,000144531540482762
-0,000164437824862732
-0,000176291781301532
-0,00014820399173136
-0,000162227617288655
-0,000159403331457853
-0,000146398831428145
-0,00015140056589047
-0,000133094270722902
-0,0001713619981366
-0,000179724934056698
-0,000168333910092944
-0,000151561688397381
-0,000159963476610471
-0,000152106688731917
-0,000159041702243271
-0,000152028124559948
-0,000153879937752583
-0,000157384785007084
-0,000147795412462084
-0,000167364385352364
-0,000162350856118753
-0,000151656842497264
-0,000156101716474998
-0,000155238023155578
-0,000173102505318376
-0,000158742843493827
-0,000155524587230004
-0,000164488730159046
-0,000173617947043979
-0,000154204806453753
-0,000156547770545901
-0,000164864485126405
-0,00013535924627206
-0,000148966063923351
-0,000165073716527391
-0,000164375704861476
-0,000151188976433425
-0,000165122639704229
-0,000164743685322423
-0,00016285267649364
-0,000168104658544364
-0,000180662244834919
-0,000151163338700591
-0,000172068715881806
-0,000171981538616462
-0,000177448264062138
-0,00015895559456999
-0,000166038422776398
-0,000165661011431741
-0,000166467150989342
-0,000155894244166581
-0,000167945386454158
-0,00016529510516284
-0,000181976805070341
-0,00016942075038307
-0,00016276685408286
-0,000173749634859346
-0,00017949866601561
-0,000175733853877406
-0,000153891873793921
-0,000165268557952499
-0,000160832933641163
-0,000163671644957143
-0,000160401539606552
-0,000160464965063125
-0,000167988777607876
-0,000164730465733867
-0,000155752223721106
-0,000156396528150349
-0,000153342942646076
-0,000169768062571086
-0,000152088146629306
-0,000157299351622854
-0,00018154186714073
-0,000150532383985474
-0,000178737597664618
-0,000159727856946793
-0,000147310957296265
-0,00015124383185774
-0,000162620607499436
-0,000153332719955634
-0,000163293784160843
-0,000157485120923859
-0,000148535280556442
-0,000144681809967744
-0,000151225974890676
-0,000175601343631157
-0,000157585893202393
-0,000194423832963229
-0,000166443470105865
-0,000142833076240091
-0,000181655465999485
-0,000176199739145652
-0,000186917192737674
-0,000158668377008698
-0,000151605280710568
-0,000168476623347769
-0,000166904282627689
-0,000156065831660968
-0,00015430871406563
-0,000163940371554369
-0,000164176084025873
-0,000167803280900532
-0,000143027659100944
-0,00013283743238997
-0,000153166893756775
-0,000170568897897272
-0,000154681055596572
-0,000153401138937111
-0,000141961122427384
-0,000149030661117377
-0,000157284524574089
-0,000159821044936717
-0,000164810176660455
-0,000178618350775479
-0,000166968692232957
-0,000164262791342555
-0,000171149921473676
-0,000156635741800571
-0,000173395680485552
-0,000156150626044842
-0,000153636108807253
-0,000164004214666022
-0,00014244358247297
-0,000160739402663405
-0,000168982902525003
-0,000167373650371106
-0,000127301844044217
-0,00013180222551084
-0,000150461798882047
-0,000165085159979783
-0,000162172089860359
-0,000167585020283464
-0,000164827315296378
-0,000158844215807355
-0,000151088661096833
-0,000148636881810417
-0,000165044634418205
-0,000146667692202916
-0,000166524529230953
-0,000148354070946681
-0,00017225223841903
-0,000144086907005435
-0,000164192331588871
-0,000165259003138964
-0,000172400705049613
-0,000176224925080608
-0,000170293904927272
-0,000158050377490061
-0,000167344106244555
-0,000157499959764336
-0,000174951864037633
-0,000169943590862337
-0,000168528022226735
-0,000178299272330315
-0,000145486327780721
-0,000153091251188365
-0,000161342655491674
-0,000147637798275841
-0,000157189247737388
-0,000161049604135126
-0,000171914013275056
-0,000157163025512668
-0,00017336127015316
-0,00018269335677094
-0,000147283447645295
-0,000173317401650046
-0,000160656618384908
-0,000160831993272515
-0,000146042018285325
-0,00017030000456358
-0,000129354960768342
-0,000159302174466889
-0,000148356271568745
-0,000157349623604676
-0,000146969032919817
-0,000163864243386032
-0,00016341978273281
-0,000142427525182054
-0,000143136995002916
-0,000161249686965524
-0,000154131368977431
-0,000161264534313693
-0,000157117978669217
-0,000143180261603405
-0,000153647030252065
-0,000149559821420277
-0,000147251607979545
-0,000166168861110372
-0,00015109065568244
-0,000141330311518031
-0,000174120593553664
-0,000177216848970496
-0,00017563632099587
-0,000125985881253686
-0,000171714000639802
-0,000191404385385535
-0,000168747134116818
-0,00014561213466603
-0,000165988786742368
-0,000166753066524798
-0,000150690048339052
-0,000170807216889743
-0,000182959489178699
-0,000146824862344325
-0,000154729854775983
-0,00015250569779136
-0,000154935700538787
-0,000180646986104231
-0,000162571134549706
-0,000148886464352438
-0,000139787549253901
-0,00018049137861417
-0,00016262049983356
-0,000167847875082524
-0,000152506961030182
-0,000173054571753973
-0,000145595795587345
-0,000143022442325505
-0,000170666693466831
-0,000164038376820175
-0,000161566211525326
-0,000157688448010016
-0,000163275020959595
-0,000137838334857412
-0,000171779445061113
-0,000163782811307528
-0,000173514344424922
-0,000167543528180194
-0,000153704783488496
-0,000142549468434096
-0,000166821382281561
-0,000178090396871322
-0,000179080192528493
-0,00013496392530813
-0,000162198585055563
-0,000154929213711985
-0,000154739345209013
-0,000160697098162227
-0,000152358781399928
-0,000152783074175214
-0,000157276097739003
-0,000183880210086177
-0,000183714516433756
-0,000153744408434671
-0,00013917478058273
-0,000146464718280175
-0,000162281103231781
-0,000130784339249776
-0,000147491243027936
-0,000167654252804427
-0,000155292698691034
-0,000177039114289003
-0,000163600171162941
-0,000156896449585701
-0,000184738605686492
-0,000161782704847089
-0,000140638852473885
-0,000165957970064067
-0,000153368420815679
-0,000148437629715745
-0,000161593015551021
-0,000190071688828075
-0,000145148654178787
-0,000142398920445627
-0,000148775724366651
-0,000167777407217692
-0,000152128863706111
-0,000154780953834958
-0,000155207298213541
-0,00017499423748802
-0,000162133243641464
-0,000180617269571129
-0,000157146256354966
-0,000174936403466126
-0,000161823144189004
-0,000166271567598961
-0,00016082532650487
-0,000168111656653509
-0,000144417452932601
-0,00017966910246834
-0,000182818224697842
-0,000126234058147063
-0,000143861184513076
-0,000146553184202829
-0,000171662406361828
-0,000181637378404076
-0,00015509595500481
-0,00014673785473866
-0,00014716278408339
-0,000151844570934232
-0,000157651264058626
-0,000152230153888072
-0,000174175952186895
-0,000162608044646221
-0,000154930341564933
-0,000181118253829069
-0,000144449052154239
-0,00016450609231751
-0,000151376524684941
-0,000155893809577991
-0,000151865519752637
-0,000158060220183805
-0,000157877258307005
-0,000160922303312967
-0,000167362446277677
-0,000152563945781098
-0,000165593292155616
-0,000147093708884795
-0,000186046783794456
-0,000158345373632262
-0,000156961201598756
-0,000157579083064809
-0,000191541567862524
-0,000123105677016089
-0,000172649634057625
-0,000162474088438188
-0,000173145983587873
-0,000146481377822911
-0,00018023885018906
-0,000165813160783694
-0,000141588768638867
-0,000168417543628784
-0,000179189834137423
-0,000149630836811546
-0,000167975366300298
-0,000151319269345922
-0,000162585761340235
-0,000153426064617801
-0,000178177326423119
-0,000166451641302757
-0,000174942284885387
-0,000160803026063139
-0,000158551217383764
-0,000162091084149067
-0,000171403119707065
-0,000168782141793039
-0,000157807718340352
-0,000159820862261805
-0,000186210433812391
-0,000169517522295499
-0,000162763685149481
-0,000148280617151144
-0,000158939534201723
-0,000141802949461722
-0,000155723262020366
-0,000125159510801339
-0,000142413628070048
-0,000167403395157276
-0,000139624168718023
-0,000143930102876322
-0,00015727488966707
-0,000136223022853421
-0,000148876872628848
-0,000150140816379935
-0,000143076408474899
-0,000168803593632244
-0,000158565743943831
-0,000162522875367311
-0,000156662944433627
-0,000120728665113031
-0,000156827766623777
-0,000178974027400563
-0,000152901380957372
-0,00016929664933872
-0,000159202598918176
-0,000190171083684459
-0,000172099043482972
-0,000151008441235499
-0,000147201709980741
-0,000164762787482652
-0,000162351910578291
-0,00015186759225613
-0,000150278190027287
-0,000169374791672896
-0,000171180186700209
-0,000165375524542573
-0,00014679811924108
-0,000172447689920591
-0,000158896986785425
-0,000160943777949431
-0,000164134885094902
-0,000158849856822843
-0,000174040849581457
-0,000160792958044919
-0,000144238105266338
-0,000174902799362933
-0,000151200917896285
-0,000159873969762264
-0,000144760906423474
-0,000152069204273682
-0,000166246493196014
-0,000168721410982955
-0,000156865970493728
-0,000157956292609001
-0,000167627142998538
-0,00015998488134398
-0,000182047015865607
-0,000151501530850233
-0,00015986726879935
-0,000144465724282202
-0,000166028281609871
-0,000157355789955739
-0,000164318846932423
-0,000176821632634526
-0,00016251326089792
-0,000146094041229841
-0,000178363798209268
-0,000172893569052599
-0,000173185656900156
-0,000173511331591432
-0,000174457843135049
